Name,FileSource,Secondary,Storage,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,EntityLimitCount,LimitType,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,PanType,Pan,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice
amb_cabin,raw\sound\zmb\level\zm_transit\amb\amb_cabin_line.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,75,0,83,83,450,1500,1500,allon,default,allon,default,1,8,reject,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,375,60,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_laughing,raw\sound\evt\panama\hospital\child_laugh\child_laughing_00.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,76,82,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_laughing,raw\sound\evt\panama\hospital\child_laugh\child_laughing_01.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,76,82,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_laughing,raw\sound\evt\panama\hospital\child_laugh\child_laughing_02.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,76,82,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_laughing,raw\sound\evt\panama\hospital\child_laugh\child_laughing_03.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,76,82,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_laughing,raw\sound\evt\panama\hospital\child_laugh\child_laughing_04.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,76,82,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_running,raw\sound\fly\bump\foliage\fly_bump_brush_01.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,71,71,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_running,raw\sound\fly\bump\foliage\fly_bump_brush_04.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,71,71,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_children_running,raw\sound\fly\bump\foliage\fly_bump_brush_05.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,71,71,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_church_bell,raw\sound\amb\bell\church\church_bell_sngl.LN55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,90,0,84,84,600,1750,2000,allon,default,allon,default,6,8,priority,oldest,0,0,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_concrete_debris,raw\sound\amb\environment\debris\concrete\concrete_debris_00.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,75,0,80,83,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_concrete_debris,raw\sound\amb\environment\debris\concrete\concrete_debris_01.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,75,0,80,83,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_concrete_debris,raw\sound\amb\environment\debris\concrete\concrete_debris_02.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,75,0,80,83,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_concrete_debris,raw\sound\amb\environment\debris\concrete\concrete_debris_03.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,75,0,80,83,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_cornfield_l,raw\sound\zmb\level\zm_transit\amb\cornfield_l.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,80,0,86,86,150,1750,2000,allon,default,allon,default,2,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,750,1250,95,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_cornfield_r,raw\sound\zmb\level\zm_transit\amb\cornfield_r.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,80,0,86,86,150,1750,2000,allon,default,allon,default,2,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,750,1250,95,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crickets,raw\sound\amb\insects\crickets_mn\crickets_00.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,75,75,250,350,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crickets,raw\sound\amb\insects\crickets_mn\crickets_01.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,75,75,250,350,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crickets,raw\sound\amb\insects\crickets_mn\crickets_02.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,75,75,250,350,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crickets,raw\sound\amb\insects\crickets_mn\crickets_03.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,75,75,250,350,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crickets,raw\sound\amb\insects\crickets_mn\crickets_04.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,75,75,250,350,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crickets,raw\sound\amb\insects\crickets_mn\crickets_05.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,75,75,250,350,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crows,raw\sound\amb\animals\birds\crow\crow_00.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,88,0,85,87,75,500,1000,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crows,raw\sound\amb\animals\birds\crow\crow_01.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,88,0,85,87,75,500,1000,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crows,raw\sound\amb\animals\birds\crow\crow_02.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,88,0,85,87,75,500,1000,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crows,raw\sound\amb\animals\birds\crow\crow_03.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,88,0,85,87,75,500,1000,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_crows,raw\sound\amb\animals\birds\crow\crow_04.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,88,0,85,87,75,500,1000,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_dank,raw\sound\amb\wind\sewer\sewer_amb.SL55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,60,0,81,81,50,250,300,allon,default,allon,default,2,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,250,95,0.4,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_demon_breathe,raw\sound\evt\panama\hospital\demon\demon_breath_00.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,85,0,65,67,250,500,600,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_demon_breathe,raw\sound\evt\panama\hospital\demon\demon_breath_01.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,85,0,65,67,250,500,600,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_demon_breathe,raw\sound\evt\panama\hospital\demon\demon_breath_02.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,85,0,65,67,250,500,600,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_demon_breathe,raw\sound\evt\panama\hospital\demon\demon_breath_03.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,85,0,65,67,250,500,600,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_demon_breathe,raw\sound\evt\panama\hospital\demon\demon_breath_04.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,85,0,65,67,250,500,600,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_depot_l,raw\sound\zmb\level\zm_transit\amb\amb_depot_wind_l.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,19.234,0,82,82,250,1250,1500,allon,default,allon,default,6,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,375,60,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_depot_map_light,raw\sound\amb\lights\bad\bad_light_00.LL55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,78,78,75,250,325,allon,default,allon,default,2,8,priority,oldest,-25,25,10,50,0,1,3d,default,looping,pitch,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_depot_r,raw\sound\zmb\level\zm_transit\amb\amb_depot_wind_r.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,19.234,0,82,82,250,1100,1100,allon,default,allon,default,6,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,375,60,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_diner_l,raw\sound\zmb\level\zm_transit\amb\diner_wind_l.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,19.234,0,80,80,250,1250,1500,allon,default,allon,default,2,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,375,60,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_diner_metal_creak,raw\sound\amb\environment\metal_creak\amb_metal_creaking_02.SL55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,90,0,83,83,50,250,375,allon,default,allon,default,7,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_diner_mus_3d,raw\sound\mus\zmb\lovesong_for_a_deadman.SL55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,78,0,81,81,250,500,625,allon,default,allon,default,7,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_diner_r,raw\sound\zmb\level\zm_transit\amb\diner_wind_r.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,19.234,0,80,80,250,1250,1500,allon,default,allon,default,2,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,375,60,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_farm_l,raw\sound\zmb\level\zm_transit\amb\forest_02_l.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,19.234,0,83,83,150,1250,1500,allon,default,allon,default,6,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,375,60,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_farm_r,raw\sound\zmb\level\zm_transit\amb\forest_02_r.SL55.pc.snd.flac,,streamed,bus_fx,grp_air,snp_ambience,,19.234,0,83,83,150,1250,1500,allon,default,allon,default,6,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,25,375,60,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_farm_wind_open,raw\sound\amb\environment\wind\opening\opening_00.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,76,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_farm_wind_open,raw\sound\amb\environment\wind\opening\opening_01.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,80,0,70,76,75,550,550,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_fire_lrg,raw\sound\amb\environment\fire\extreme\extreme.LL55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,80,80,50,250,300,allon,default,allon,default,7,8,priority,oldest,-100,100,10,50,0,1,3d,default,looping,pitch,1,0,0,0,0,0.6,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_fire_med,raw\sound\amb\environment\fire\medium\medium.LL55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,80,80,50,250,300,allon,default,allon,default,7,8,priority,oldest,-50,50,10,50,0,1,3d,default,looping,pitch,1,0,0,0,0,0.6,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_flies,raw\sound\amb\insects\flies\flies_00.LL55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,65,70,50,200,200,allon,default,allon,default,7,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_flourescent_light,raw\sound\amb\lights\flourescent\flourescent.LL55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,70,70,50,250,275,allon,default,allon,default,7,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_garage,raw\sound\zmb\level\zm_transit\amb\amb_zmb_garage.SL55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,60,0,78,78,150,375,450,allon,default,allon,default,7,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_lantern,raw\sound\amb\lantern\lantern_loop_far.LL55.pc.snd.wav,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,77,77,50,150,175,allon,default,allon,default,7,8,priority,oldest,0,0,10,50,0,1,3d,default,looping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_creak_lgt,raw\sound\amb\creak\metal\metal_00.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,75,86,100,350,400,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_creak_lgt,raw\sound\amb\creak\metal\metal_01.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,75,86,100,350,400,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_creak_lgt,raw\sound\amb\creak\metal\metal_02.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,75,86,100,350,400,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_creak_lgt,raw\sound\amb\creak\metal\metal_03.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,75,86,100,350,400,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_creak_lgt,raw\sound\amb\creak\metal\metal_04.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,75,86,100,350,400,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_creak_lgt,raw\sound\amb\creak\metal\metal_05.LN55.pc.snd,,loaded,bus_fx,grp_ambience,snp_ambience,,60,0,75,86,100,350,400,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_groan,raw\sound\amb\creak\metal\pipe\pipe_groan_00.SN55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,90,0,71,76,125,450,625,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_groan,raw\sound\amb\creak\metal\pipe\pipe_groan_01.SN55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,90,0,71,76,125,450,625,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_groan,raw\sound\amb\creak\metal\pipe\pipe_groan_02.SN55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,90,0,71,76,125,450,625,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_groan,raw\sound\amb\creak\metal\pipe\pipe_groan_03.SN55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,90,0,71,76,125,450,625,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
amb_metal_groan,raw\sound\amb\creak\metal\pipe\pipe_groan_04.SN55.pc.snd.flac,,streamed,bus_fx,grp_ambience,snp_ambience,,90,0,71,76,125,450,625,allon,default,allon,default,6,8,priority,oldest,-50,50,10,50,0,1,3d,default,nonlooping,,1,0,0,0,0,0.1,no,yes,none,0,,no,,,yes,no,no,0,0,yes,no,,0,,no,no,no
